30.7324066,-25.1560926,-36.1186884
30.8002804,-25.0934516,-36.1292100
30.8684415,-25.0305454,-36.1346849
30.9367376,-24.9675148,-36.1347501
31.0035571,-24.9058467,-36.1541263
31.0708971,-24.8436984,-36.1696260
31.1389402,-24.7809011,-36.1776322
31.2068234,-24.7182515,-36.1714685
31.2737922,-24.6564457,-36.1536090
31.3412759,-24.5941648,-36.1391377
31.4090459,-24.5316195,-36.1274997
31.4772629,-24.4686618,-36.1234599
31.5370582,-24.4134765,-36.1108050
31.6043268,-24.3513940,-36.1270253
31.6718189,-24.2891053,-36.1409188
31.7399359,-24.2262398,-36.1480190
31.8078847,-24.1635297,-36.1568131
31.8718422,-24.1045030,-36.1887113
31.9351158,-24.0461076,-36.2237637
32.0007203,-23.9855609,-36.2485248
32.0692266,-23.9223362,-36.2627384
32.1097011,-23.8849821,-36.2572915
32.1666000,-23.8324698,-36.3087442
32.2299446,-23.7740089,-36.3239283
30.2856525,-25.5684037,-35.8614921
30.4876160,-25.3820108,-35.8610454
30.5540457,-25.3207025,-35.8827432
30.6130230,-25.2662722,-35.9249177
30.6661012,-25.2172861,-35.9834445
30.7132241,-25.1737962,-36.0470215
28.3673698,-27.3387943,-35.6643886
28.4303028,-27.2807132,-35.6979338
28.4974961,-27.2187003,-35.7147180
28.5642717,-27.1570728,-35.7342475
28.6316203,-27.0949165,-35.7389321
28.6997348,-27.0320533,-35.7317888
28.7643981,-26.9723754,-35.7576319
28.8193067,-26.9217000,-35.7690136
28.8862652,-26.8599037,-35.7558262
28.9542177,-26.7971901,-35.7462434
29.0221498,-26.7344953,-35.7363984
29.0899110,-26.6719582,-35.7246413
29.1581504,-26.6089798,-35.7203865
29.2262990,-26.5460852,-35.7185483
29.2934742,-26.4840890,-35.7354705
29.3606561,-26.4220865,-35.7523944
29.4283456,-26.3596156,-35.7396662
29.4962890,-26.2969103,-35.7422013
29.5629243,-26.2354124,-35.7387682
29.6293300,-26.1741263,-35.7168165
29.6974198,-26.1112860,-35.7225298
29.7655506,-26.0484078,-35.7293807
29.8325094,-25.9866112,-35.7455590
29.8982644,-25.9259257,-35.7707772
29.9659404,-25.8634673,-35.7606754
30.0336146,-25.8010104,-35.7479576
30.0986002,-25.7410350,-35.7592165
30.1600325,-25.6843388,-35.7998784
30.2223155,-25.6268576,-35.8380690
30.3520324,-25.5071414,-35.8504253
30.4203232,-25.4441156,-35.8529775
27.3156654,-28.3094164,-35.4048529
27.3621518,-28.2665139,-35.4729780
27.4100561,-28.2223029,-35.5392527
27.4648862,-28.1717000,-35.5939847
27.5220909,-28.1189056,-35.6199234
27.5860893,-28.0598411,-35.6073613
27.6450590,-28.0054178,-35.5614389
27.7089364,-27.9464651,-35.5284745
27.7721529,-27.8881223,-35.4937193
27.8271747,-27.8373425,-35.4386157
27.8854974,-27.7835163,-35.3968212
27.9468160,-27.7269251,-35.4167510
27.9905515,-27.6865614,-35.4881680
28.0485085,-27.6330727,-35.5303460
28.1159426,-27.5708375,-35.5432965
28.1839873,-27.5080387,-35.5515806
28.2495448,-27.4475355,-35.5709662
28.3076125,-27.3939446,-35.6193342
26.0112501,-29.5132664,-35.1648139
26.0790551,-29.4506889,-35.1761400
26.1472844,-29.3877198,-35.1792979
26.2155962,-29.3246746,-35.1789320
26.2839109,-29.2616267,-35.1782980
26.3522265,-29.1985779,-35.1778711
26.4114954,-29.1438785,-35.2072338
26.4649462,-29.0945485,-35.2539477
26.5331021,-29.0316472,-35.2602676
26.6011559,-28.9688400,-35.2667469
26.6679676,-28.9071793,-35.2706050
26.7322739,-28.8478307,-35.2392227
26.7818414,-28.8020847,-35.1795170
26.8403861,-28.7480535,-35.1539776
26.9086089,-28.6850905,-35.1588477
26.9750603,-28.6237622,-35.1790612
27.0431461,-28.5609256,-35.1860671
27.1105244,-28.4987419,-35.2013691
27.1772998,-28.4371146,-35.2209626
27.2099058,-28.4070224,-35.2877194
27.2619971,-28.3589471,-35.3473034
24.9110138,-43.4638589,-35.4044171
24.9721544,-43.4100265,-35.4066492
25.0295586,-43.3594841,-35.4164793
25.0884277,-43.3076517,-35.4168303
25.1488193,-43.2544789,-35.4425562
25.2099960,-43.2006149,-35.4645779
25.2726047,-43.1454900,-35.4777950
25.3356263,-43.0900015,-35.4881674
25.3902306,-43.0419243,-35.4461617
25.5876261,-42.8681240,-35.4163944
25.6507095,-42.8125812,-35.4078943
25.7137928,-42.7570384,-35.3993942
28.4409291,-40.3558849,-35.4168291
28.4987307,-40.3049924,-35.4515523
28.5592933,-40.2516691,-35.4605607
28.6219809,-40.1964747,-35.4478873
28.6836133,-40.1422094,-35.4557092
28.7420494,-40.0907583,-35.4859713
28.8054451,-40.0349405,-35.4865997
28.8687244,-39.9792251,-35.4917523
28.9306657,-39.9246879,-35.5088296
28.9939985,-39.8689254,-35.5102212
29.0574034,-39.8130995,-35.5104612
29.1204669,-39.7575742,-35.5187915
29.1834861,-39.7020879,-35.5280986
29.2467294,-39.6464042,-35.5323861
23.7438724,-44.4914884,-35.2507391
23.8059424,-44.4368378,-35.2679843
23.8680137,-44.3821860,-35.2852207
23.9301434,-44.3274829,-35.3020796
23.9923938,-44.2726735,-35.3181257
24.0549957,-44.2175546,-35.3314461
24.1182263,-44.1618821,-35.3369304
24.1815999,-44.1060838,-35.3395532
24.2449325,-44.0503215,-35.3437106
