-95.2978996	8.2221582	-8.4388104
-95.328386	8.5947691	-8.3816742
-95.313	8.4067221	-8.397362
-95.3436971	8.7819042	-8.3541189
-95.359069	8.9697805	-8.3330306
-95.3742862	9.1557633	-8.323441
-95.0670305	5.4005663	-8.4099081
-95.0824989	5.5896135	-8.4166512
-95.0979415	5.7783495	-8.4081655
-95.1133494	5.9666548	-8.4243711
-95.1288129	6.1556417	-8.4319383
-95.1442859	6.3447465	-8.4365425
-95.1597494	6.5337333	-8.4447487
-95.1906631	6.9115465	-8.4554821
-95.1752259	6.7228818	-8.4464949
-95.2061305	7.1005839	-8.4563255
-95.2214664	7.288006	-8.4815362
-95.2367854	7.4752215	-8.5087754
-95.2522488	7.664207	-8.5164087
-95.2677085	7.8531492	-8.5214953
-95.2827899	8.0374813	-8.4795486
-94.8503879	2.752853	-8.3546854
-94.8813389	3.131123	-8.3616538
-94.8658634	2.9419872	-8.3582085
-94.8968146	3.3202599	-8.3650316
-94.9122901	3.509395	-8.3685122
-94.9277659	3.6985341	-8.3717633
-94.9432416	3.8876715	-8.3751016
-94.9587172	4.0768083	-8.3784548
-94.9741938	4.2659567	-8.3810962
-94.9896651	4.4550398	-8.3866091
-95.0051372	4.644133	-8.3916993
-95.0360873	5.0223926	-8.3990566
-95.0206133	4.8332761	-8.3946788
-95.051561	5.2115046	-8.4036263
-94.6342579	0.1113766	-8.3926438
-94.649724	0.3003975	-8.3944558
-94.6651638	0.4891007	-8.3840207
-94.6806412	0.6782592	-8.385796
-94.696112	0.8673356	-8.3911514
-94.7270055	1.2448983	-8.4152681
-94.7115571	1.056097	-8.4035109
-94.7424304	1.4334115	-8.430922
-94.7578439	1.6217925	-8.4205232
-94.7732434	1.8100061	-8.4014919
-94.7886436	1.9982271	-8.3825347
-94.8040387	2.1863871	-8.3629779
-94.8194417	2.3746421	-8.3457536
-94.8349116	2.563708	-8.3518036
-94.5417805	-1.0188254	-8.3110464
-94.5570637	-0.832048	-8.3410734
-94.5878567	-0.4557181	-8.3786728
-94.5724303	-0.6442496	-8.3631478
-94.6033276	-0.26664	-8.3834535
-94.6188052	-0.0774776	-8.3824724
-95.3891085	9.336926	-8.2873181
-95.4042222	9.5216532	-8.2464961
-95.4193665	9.7067524	-8.2073919
-95.4487101	10.0654147	-8.0910944
-95.4343667	9.8900931	-8.1623706
-94.4343631	-2.331596	-8.1511557
-94.4188891	-2.5207125	-8.1479454
-94.4498107	-2.1428046	-8.1621961
-94.4652294	-1.9543671	-8.1788172
-94.4806398	-1.7660317	-8.1965591
-94.4960502	-1.5776972	-8.2142983
-94.5113903	-1.3902221	-8.2387578
-94.5265638	-1.2047887	-8.2762689
-95.4625147	10.2341542	-8.0071166
-95.4754812	10.3926569	-7.9037287
-95.516348	10.8921942	-7.6402389
-95.502119	10.7182702	-7.7143668
-95.4881515	10.5475408	-7.7957182
-95.5310544	11.0719483	-7.5815726
-95.5458172	11.2523908	-7.5245986
-95.560886	11.4365688	-7.4832612
-95.5761658	11.623322	-7.4530374
-95.591445	11.8100683	-7.4227712
-95.6222083	12.1860556	-7.3885755
-95.6067393	11.9969983	-7.3940499
-95.7297499	13.5004349	-7.2420893
-95.7451942	13.6891941	-7.2296594
-95.7760289	14.0660543	-7.196711
-95.7606063	13.8775598	-7.2123024
-95.7914546	14.2545855	-7.1854695
-95.8069284	14.4437017	-7.1811227
-95.8224007	14.6327999	-7.1760066
-95.8378743	14.8219143	-7.1715381
-95.8533486	15.0110374	-7.1674609
-95.8688206	15.2001321	-7.1622178
-95.8842935	15.3892357	-7.1642161
-95.8997616	15.5782793	-7.1707064
-95.9307151	15.9565835	-7.1668346
-95.9152385	15.7674333	-7.1692925
-95.6376567	12.374863	-7.3837254
-95.6529791	12.5621348	-7.3572291
-95.6683717	12.7502647	-7.3373862
-95.6837583	12.9383195	-7.3168527
-95.6991283	13.1261735	-7.2948805
-95.7143532	13.3122562	-7.2608314
